Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Log_Sales,Log_ShiipingCost,Log_Quantity,Log_Profit
26139,Medium,0.1,11.58,5.72,1123,Peggy Lanier,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,West,California,Roseville,95661,2012-09-05,2012-09-06,-12.99,1,13.16,87019,2.5771819258971713,1.7439688053917064,0.0,
18211,High,0.09,160.98,35.02,1124,Randy Jiang,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,0.72,East,Connecticut,Norwich,6360,2010-12-20,2010-12-21,-229.93,18,2653.02,87016,7.883453892744831,3.555919326857706,2.8903717578961645,
21388,Low,0.1,30.44,1.49,1126,Arlene Lutz,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Premier Elliptical Ring Binder, Black",0.37,Central,Texas,Duncanville,75116,2011-01-22,2011-01-24,59.54699999999999,3,86.3,87223,4.457829598089382,0.3987761199573678,1.0986122886681098,4.08676591669855
20331,High,0.08,55.98,13.88,1126,Arlene Lutz,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1882,0.36,Central,Texas,Duncanville,75116,2013-03-10,2013-03-12,437.46,12,634.0,87225,6.452048954437226,2.6304489550786583,2.4849066497880004,6.080985273046394
20332,High,0.05,5.78,4.96,1126,Arlene Lutz,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1899,0.36,Central,Texas,Duncanville,75116,2013-03-10,2013-03-11,-46.43,9,54.65,87225,4.000949214622548,1.601405740736836,2.1972245773362196,
18247,High,0.01,40.98,1.99,1126,Arlene Lutz,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",0.44,Central,Texas,Duncanville,75116,2013-05-18,2013-05-20,461.334,16,668.6,87226,6.5051859739859985,0.688134638736401,2.772588722239781,6.134122292595166
18248,High,0.02,40.97,14.45,1126,Arlene Lutz,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Dana Halogen Swing-Arm Architect Lamp,0.57,Central,Texas,Duncanville,75116,2013-05-18,2013-05-20,-22.16,1,56.61,87226,4.036185648048568,2.670694414558441,0.0,
20443,Low,0.03,6.81,5.48,1126,Arlene Lutz,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.37,Central,Texas,Duncanville,75116,2013-07-12,2013-07-17,-64.983648,16,110.81,87227,4.707817022948234,1.7011051009599243,2.772588722239781,
20444,Low,0.06,3.78,0.71,1126,Arlene Lutz,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulldog Clip,0.39,Central,Texas,Duncanville,75116,2013-07-12,2013-07-17,24.9366,10,36.14,87227,3.5874002851640823,-0.342490308946776,2.302585092994046,3.2163366037732506
22052,Medium,0.02,4.06,6.89,1127,Ray Grady,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,0.6,Central,Texas,Eagle Pass,78852,2010-08-24,2010-08-26,-93.73519999999999,16,66.81,87221,4.2018527699373855,1.9300710850255671,2.772588722239781,
26377,Low,0.04,4.71,0.7,1127,Ray Grady,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,0.8,Central,Texas,Eagle Pass,78852,2010-12-22,2010-12-26,4.53,19,90.52,87222,4.505570820765336,-0.35667494393873245,2.9444389791664403,1.5107219394949427
23609,High,0.0,7.96,4.95,1127,Ray Grady,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,Central,Texas,Eagle Pass,78852,2011-06-27,2011-06-29,30.877499999999998,5,44.75,87224,3.8010914447208646,1.599387576580599,1.6094379124341003,3.4300277633300325
23610,High,0.01,264.98,17.86,1127,Ray Grady,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,0.58,Central,Texas,Eagle Pass,78852,2011-06-27,2011-06-29,2939.5517999999997,17,4260.22,87224,8.357076081122441,2.882563575448353,2.833213344056216,7.986012399731608
23611,High,0.06,2.6,2.4,1127,Ray Grady,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,Central,Texas,Eagle Pass,78852,2011-06-27,2011-06-29,-50.08,16,41.17,87224,3.7177098357818132,0.8754687373538999,2.772588722239781,
22053,Medium,0.07,60.98,19.99,1127,Ray Grady,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",0.38,Central,Texas,Eagle Pass,78852,2013-08-24,2013-08-26,238.35424,7,438.74,87228,6.083906982497542,2.995232148512309,1.9459101490553132,5.473757970458419
26378,Low,0.06,4.2,2.26,1128,Kurt O'Connor,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",0.36,Central,Texas,Edinburg,78539,2010-12-22,2010-12-27,9.78,13,55.97,87222,4.024815832903268,0.8153648132841944,2.5649493574615367,2.280339484046726
4501,Low,0.04,8.6,6.19,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,East,Massachusetts,Boston,2118,2010-02-16,2010-02-23,-63.813500000000005,37,311.66,32037,5.741912850017468,1.8229350866965048,3.6109179126442243,
4502,Low,0.07,699.99,24.49,1129,Pam Patton,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon Imageclass D680 Copier / Fax,0.54,East,Massachusetts,Boston,2118,2010-02-16,2010-02-20,325.29,15,9862.51,32037,9.196495979095314,3.1982648709640764,2.70805020110221,5.7847170921522
6891,Not Specified,0.05,5.78,7.64,1129,Pam Patton,Express Air,Corporate,Office Supplies,Paper,Small Box,HP Office Recycled Paper (20Lb. and 87 Bright),0.36,East,Massachusetts,Boston,2118,2010-03-29,2010-03-31,-116.05,29,177.41,49125,5.178463438072558,2.033397603178429,3.367295829986474,
1917,Medium,0.02,7.64,1.39,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0.36,East,Massachusetts,Boston,2118,2010-05-21,2010-05-23,117.38,52,406.91,13735,6.008592030768573,0.3293037471426003,3.9512437185814275,4.765416535130188
5568,Low,0.03,30.98,6.5,1129,Pam Patton,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Internet Navigator Keyboard,0.79,East,Massachusetts,Boston,2118,2010-06-13,2010-06-17,-144.2,44,1332.09,39430,7.194504416385317,1.8718021769015913,3.784189633918261,
8099,Low,0.02,4.98,6.07,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,East,Massachusetts,Boston,2118,2010-07-26,2010-07-28,-46.92,19,105.5,57794,4.658710952916121,1.803358605071407,2.9444389791664403,
1413,Medium,0.06,4.98,5.49,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1952,0.38,East,Massachusetts,Boston,2118,2011-01-10,2011-01-11,-85.328,21,111.66,10247,4.715458539882214,1.7029282555214393,3.044522437723423,
1414,Medium,0.03,9.78,1.99,1129,Pam Patton,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,East,Massachusetts,Boston,2118,2011-01-10,2011-01-12,17.656000000000002,24,231.95,10247,5.446521831197753,0.688134638736401,3.1780538303479458,2.8710756689544352
1962,Not Specified,0.08,21.38,2.99,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Acco D-Ring Binder w/DublLock®,0.36,East,Massachusetts,Boston,2118,2011-02-20,2011-02-22,241.077,36,711.1,14023,6.566813066889472,1.095273387402595,3.58351893845611,5.485116384535425
1963,Not Specified,0.03,9.99,5.12,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1948,0.4,East,Massachusetts,Boston,2118,2011-02-20,2011-02-21,40.61,48,498.16,14023,6.2109213105641965,1.6331544390514163,3.871201010907891,3.7040143416982065
6309,Medium,0.07,1.88,1.49,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,East,Massachusetts,Boston,2118,2011-05-09,2011-05-10,-10.258,28,53.6,44615,3.9815490680767565,0.3987761199573678,3.332204510175204,
473,Low,0.03,3.8,1.49,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,East,Massachusetts,Boston,2118,2012-03-16,2012-03-20,-2.5530000000000004,4,17.12,3266,2.840247370713596,0.3987761199573678,1.3862943611198906,
3694,Not Specified,0.09,4.24,5.41,1129,Pam Patton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,East,Massachusetts,Boston,2118,2012-04-12,2012-04-15,-134.297,45,188.39,26406,5.238514282177283,1.6882490928583902,3.8066624897703196,
1799,Not Specified,0.03,3.69,0.5,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,East,Massachusetts,Boston,2118,2012-07-18,2012-07-19,59.92,53,192.28,12897,5.25895264302576,-0.6931471805599453,3.970291913552122,4.0930103392089645
1800,Not Specified,0.05,6.48,7.91,1129,Pam Patton,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,0.37,East,Massachusetts,Boston,2118,2012-07-18,2012-07-19,-120.95,42,286.62,12897,5.658157296629925,2.0681277817795625,3.7376696182833684,
8269,Low,0.09,3.28,3.97,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,East,Massachusetts,Boston,2118,2012-10-07,2012-10-12,-71.964,41,133.8,59108,4.896346147694128,1.3787660946990992,3.713572066704308,
8270,Low,0.02,125.99,8.99,1129,Pam Patton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,East,Massachusetts,Boston,2118,2012-10-07,2012-10-16,777.7512,77,8323.56,59108,9.026845326914122,2.196112848483529,4.343805421853684,6.656406678688803
5860,Medium,0.06,6.37,5.19,1129,Pam Patton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,East,Massachusetts,Boston,2118,2013-02-10,2013-02-11,-48.2195,22,138.24,41604,4.928991305055746,1.6467336971777973,3.091042453358316,
19413,Medium,0.06,4.98,5.49,1130,Stacy Benton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1952,0.38,Central,Texas,Edinburg,78539,2011-01-10,2011-01-11,-66.1292,5,26.59,88106,3.2805352052549286,1.7029282555214393,1.6094379124341003,
18473,Low,0.03,3.8,1.49,1130,Stacy Benton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,Central,Texas,Edinburg,78539,2012-03-16,2012-03-20,-2.5530000000000004,1,4.28,88109,1.4539530095937054,0.3987761199573678,0.0,
19917,Medium,0.02,7.64,1.39,1131,Benjamin Strauss,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0.36,Central,Texas,El Paso,79907,2010-05-21,2010-05-23,70.19369999999999,13,101.73,88103,4.622322244805657,0.3293037471426003,2.5649493574615367,4.251258563414825
19414,Medium,0.03,9.78,1.99,1131,Benjamin Strauss,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,Central,Texas,El Paso,79907,2011-01-10,2011-01-12,33.5464,6,57.99,88106,4.060270581888349,0.688134638736401,1.791759469228055,3.51292955512683
19962,Not Specified,0.08,21.38,2.99,1131,Benjamin Strauss,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Acco D-Ring Binder w/DublLock®,0.36,Central,Texas,El Paso,79907,2011-02-20,2011-02-22,122.66819999999998,9,177.78,88107,5.180546830813529,1.095273387402595,2.1972245773362196,4.809483149422697
19963,Not Specified,0.03,9.99,5.12,1131,Benjamin Strauss,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1948,0.4,Central,Texas,El Paso,79907,2011-02-20,2011-02-21,40.61,12,124.54,88107,4.824626949444306,1.6331544390514163,2.4849066497880004,3.7040143416982065
21694,Not Specified,0.09,4.24,5.41,1131,Benjamin Strauss,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,Central,Texas,El Paso,79907,2012-04-12,2012-04-15,-134.297,11,46.05,88110,3.829727762701316,1.6882490928583902,2.3978952727983707,
19799,Not Specified,0.03,3.69,0.5,1131,Benjamin Strauss,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,Central,Texas,El Paso,79907,2012-07-18,2012-07-19,32.5404,13,47.16,88111,3.85354607566917,-0.6931471805599453,2.5649493574615367,3.482482394278338
19800,Not Specified,0.05,6.48,7.91,1131,Benjamin Strauss,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,0.37,Central,Texas,El Paso,79907,2012-07-18,2012-07-19,-120.95,10,68.24,88111,4.223030903183424,2.0681277817795625,2.302585092994046,
23860,Medium,0.06,6.37,5.19,1132,Michael Robbins,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,Central,Texas,Euless,76039,2010-02-10,2010-02-11,-48.2195,6,37.7,88101,3.629660094453965,1.6467336971777973,1.791759469228055,
22501,Low,0.04,8.6,6.19,1132,Michael Robbins,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,Central,Texas,Euless,76039,2010-02-16,2010-02-23,-63.813500000000005,9,75.81,88102,4.328230210068212,1.8229350866965048,2.1972245773362196,
22502,Low,0.07,699.99,24.49,1132,Michael Robbins,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon Imageclass D680 Copier / Fax,0.54,Central,Texas,Euless,76039,2010-02-16,2010-02-20,325.29,4,2630.0,88102,7.874739125171811,3.1982648709640764,1.3862943611198906,5.7847170921522
23568,Low,0.03,30.98,6.5,1132,Michael Robbins,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Internet Navigator Keyboard,0.79,Central,Texas,Euless,76039,2010-06-13,2010-06-17,-115.35999999999999,11,333.02,88104,5.808202548236971,1.8718021769015913,2.3978952727983707,
26099,Low,0.02,4.98,6.07,1133,Marjorie Owens,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,Central,Texas,Farmers Branch,75234,2010-07-26,2010-07-28,-46.92,5,27.76,88105,3.3235961356386037,1.803358605071407,1.6094379124341003,
24309,Medium,0.07,1.88,1.49,1133,Marjorie Owens,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,Central,Texas,Farmers Branch,75234,2011-05-09,2011-05-10,-10.258,7,13.4,88108,2.5952547069568657,0.3987761199573678,1.9459101490553132,
26269,Low,0.09,3.28,3.97,1133,Marjorie Owens,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,Central,Texas,Farmers Branch,75234,2012-10-07,2012-10-12,-64.7676,10,32.63,88112,3.4852321106052293,1.3787660946990992,2.302585092994046,
26270,Low,0.02,125.99,8.99,1133,Marjorie Owens,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,Central,Texas,Farmers Branch,75234,2012-10-07,2012-10-16,894.4138800000001,19,2053.87,88112,7.627481097346294,2.196112848483529,2.9444389791664403,6.796168621063962
24891,Not Specified,0.05,5.78,7.64,1133,Marjorie Owens,Express Air,Corporate,Office Supplies,Paper,Small Box,HP Office Recycled Paper (20Lb. and 87 Bright),0.36,Central,Texas,Farmers Branch,75234,2013-03-29,2013-03-31,-116.05,7,42.82,88113,3.757005283161537,2.033397603178429,1.9459101490553132,
18440,Not Specified,0.09,500.98,26.0,1135,Daniel Webb Stephens,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,0.6,Central,Illinois,Carbondale,62901,2011-12-09,2011-12-11,4580.0682,14,6637.78,87942,8.80053284921789,3.258096538021482,2.6390573296152584,8.429469167827058
22119,High,0.09,270.97,28.06,1136,Carmen McPherson,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,0.56,Central,Illinois,Carol Stream,60188,2010-07-02,2010-07-04,2660.1432,15,3855.28,87940,8.257198916304013,3.3343450746743146,2.70805020110221,7.886135234913182
19654,Critical,0.0,15.22,9.73,1136,Carmen McPherson,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",0.36,Central,Illinois,Carol Stream,60188,2011-11-10,2011-11-12,2.9509000000000043,21,334.19,87941,5.811709693511341,2.2752138961979136,3.044522437723423,1.0821102085686047
22118,High,0.1,5.74,5.01,1136,Carmen McPherson,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Binder Posts,0.39,Central,Illinois,Carol Stream,60188,2013-07-02,2013-07-04,-97.034976,18,101.3,87943,4.618086411254637,1.6114359150967734,2.8903717578961645,
23472,High,0.03,5.28,5.66,1136,Carmen McPherson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),0.4,Central,Illinois,Carol Stream,60188,2013-08-17,2013-08-18,-50.812160000000006,24,130.72,87944,4.873057631111693,1.7334238922150915,3.1780538303479458,
23473,High,0.06,296.18,54.12,1136,Carmen McPherson,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,Central,Illinois,Carol Stream,60188,2013-08-17,2013-08-18,-41.571504000000004,10,3033.88,87944,8.017597607379418,3.991203803302587,2.302585092994046,
26337,High,0.07,15.99,9.4,1136,Carmen McPherson,Regular Air,Consumer,Technology,Office Machines,Small Box,"AT&T Black Trimline Phone, Model 210",0.49,Central,Illinois,Carol Stream,60188,2013-09-22,2013-09-23,-102.05099999999999,24,379.75,87945,5.939513141475882,2.2407096892759584,3.1780538303479458,
19357,Medium,0.02,160.98,30.0,1138,Malcolm Floyd,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,Central,Texas,The Colony,75056,2010-08-16,2010-08-19,-51.116,1,192.49,86574,5.260044204326544,3.4011973816621555,0.0,
18750,Low,0.07,107.53,5.81,1138,Malcolm Floyd,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0.65,Central,Texas,The Colony,75056,2011-01-28,2011-02-04,861.1475999999999,12,1248.04,86577,7.129329599697793,1.7595805708638197,2.4849066497880004,6.758265918306961
18751,Low,0.09,2.18,7.09,1138,Malcolm Floyd,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",0.38,Central,Texas,The Colony,75056,2011-01-28,2011-02-04,-185.91320000000002,7,16.56,86577,2.8069901489571136,1.958685340544036,1.9459101490553132,
18138,Critical,0.01,24.92,12.98,1138,Malcolm Floyd,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,0.39,Central,Texas,The Colony,75056,2011-03-08,2011-03-08,52.479,13,324.1,86578,5.781052110147502,2.563409711275944,2.5649493574615367,3.9604130895762384
21104,High,0.1,152.48,4.0,1139,Stacey Davenport,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.79,Central,Texas,The Woodlands,77381,2013-05-06,2013-05-08,14.85,12,1745.59,86585,7.464847886373121,1.3862943611198906,2.4849066497880004,2.6979998652487085
21105,High,0.08,35.41,1.99,1139,Stacey Davenport,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Imation DVD-RAM discs,0.43,Central,Texas,The Woodlands,77381,2013-05-06,2013-05-08,238.27079999999998,10,345.32,86585,5.8444715233673215,0.688134638736401,2.302585092994046,5.47340784197649
20724,Not Specified,0.07,3.58,5.47,1139,Stacey Davenport,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Poly Binder Pockets,0.37,Central,Texas,The Woodlands,77381,2013-09-11,2013-09-11,-119.25775999999999,18,66.42,86588,4.195998215948601,1.6992786164338898,2.8903717578961645,
21439,Critical,0.04,10.98,3.37,1140,Miriam Snow,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,Central,Texas,Tyler,75701,2013-03-26,2013-03-27,-7.78,2,23.31,86584,3.1488824530476656,1.2149127443642704,0.6931471805599453,
21444,High,0.02,300.65,24.49,1140,Miriam Snow,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,0.52,Central,Texas,Tyler,75701,2013-11-18,2013-11-19,8752.0428,41,12684.12,86589,9.448106096351424,3.1982648709640764,3.713572066704308,9.07704241496059
21445,High,0.08,11.97,4.98,1140,Miriam Snow,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Staples 6 Outlet Surge,0.58,Central,Texas,Tyler,75701,2013-11-18,2013-11-20,15.469760000000008,36,420.75,86589,6.042038833070915,1.6054298910365616,3.58351893845611,2.7388871505667667
23809,Low,0.0,5.58,0.7,1141,Nancy Bennett,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 314,0.6,Central,Texas,Victoria,77901,2011-09-30,2011-09-30,5.34,4,23.52,86579,3.1578511230304263,-0.35667494393873245,1.3862943611198906,1.6752256529721035
21642,High,0.09,8.74,8.29,1141,Nancy Bennett,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,Central,Texas,Victoria,77901,2012-06-16,2012-06-17,-130.504,18,149.42,86581,5.0067611325476555,2.1150499691472033,2.8903717578961645,
21969,High,0.09,8.67,3.5,1141,Nancy Bennett,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,Central,Texas,Victoria,77901,2012-08-07,2012-08-09,-21.1744,24,193.0,86582,5.262690188904886,1.252762968495368,3.1780538303479458,
21671,Not Specified,0.04,35.99,1.25,1141,Nancy Bennett,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory23,0.36,Central,Texas,Victoria,77901,2013-07-30,2013-08-01,-30.376896,2,60.5,86587,4.102643365036796,0.22314355131420976,0.6931471805599453,
25467,Medium,0.05,363.25,19.99,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,Central,Texas,Waco,76706,2010-07-04,2010-07-06,1766.7795,7,2560.55,86573,7.847977358147995,2.995232148512309,1.9459101490553132,7.476913676757163
24539,Medium,0.01,18.97,9.54,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1939,0.37,Central,Texas,Waco,76706,2010-12-06,2010-12-09,85.875,11,227.67,86575,5.4278972120839315,2.255493485460195,2.3978952727983707,4.452892750542514
23810,Low,0.03,5.78,4.96,1142,Russell Chan,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1899,0.36,Central,Texas,Waco,76706,2011-09-30,2011-10-04,-42.45,11,63.86,86579,4.156693187286636,1.601405740736836,2.3978952727983707,
24985,Critical,0.07,4.24,5.41,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,Central,Texas,Waco,76706,2012-05-25,2012-05-27,-155.526,19,80.81,86580,4.392100720245356,1.6882490928583902,2.9444389791664403,
24986,Critical,0.08,2.23,4.57,1142,Russell Chan,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Eldon Pizzaz™ Desk Accessories,0.41,Central,Texas,Waco,76706,2012-05-25,2012-05-27,-35.96,5,12.73,86580,2.543961412569315,1.5195132049061133,1.6094379124341003,
25468,Medium,0.06,3.34,7.49,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",0.54,Central,Texas,Waco,76706,2013-07-04,2013-07-05,-158.10432,11,38.67,86586,3.6550641056192057,2.0135687975291283,2.3978952727983707,
24538,Medium,0.05,70.71,37.58,1142,Russell Chan,Express Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",0.78,Central,Texas,Waco,76706,2013-12-06,2013-12-08,-290.96928,22,1524.73,86590,7.329572624186127,3.6264719939853194,3.091042453358316,
25712,Medium,0.02,29.17,6.27,1143,Phyllis Jacobson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Binding Machine Supplies,0.37,Central,Texas,Waxahachie,75165,2011-01-22,2011-01-23,-15.814339999999998,1,35.14,86576,3.559340082758951,1.8357763546448294,0.0,
26193,Medium,0.1,300.98,64.73,1143,Phyllis Jacobson,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",0.56,Central,Texas,Waxahachie,75165,2012-08-22,2012-08-23,1987.5364,25,6804.42,86583,8.825327680005696,4.170224772557419,3.2188758248682006,7.594651160826188
26194,Medium,0.01,3.41,0.7,1143,Phyllis Jacobson,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus SlideClip™ Paper Clips,0.37,Central,Texas,Waxahachie,75165,2012-08-22,2012-08-23,29.580299999999998,12,42.87,86583,3.7581722806098856,-0.35667494393873245,2.4849066497880004,3.3871085992190535
18378,Low,0.04,2.18,5.0,1145,Alvin B Winstead,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,*Staples* Letter Opener,0.81,Central,Texas,Waxahachie,75165,2011-10-21,2011-10-26,-64.94040000000001,6,14.82,87767,2.695977619867941,1.6094379124341003,1.791759469228055,
18379,Low,0.02,218.75,69.64,1145,Alvin B Winstead,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,Central,Texas,Waxahachie,75165,2011-10-21,2011-10-30,-813.05856,13,2254.48,87767,7.720674626675194,4.243339114899988,2.5649493574615367,
23819,Medium,0.08,24.92,12.98,1145,Alvin B Winstead,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,0.39,Central,Texas,Waxahachie,75165,2013-07-04,2013-07-06,-19.969152,14,328.84,87771,5.795571310283933,2.563409711275944,2.6390573296152584,
